country,year,turnoutreg,closeness,closeness_per,weekday,streltype,compulsory,populationNohl,concurrent,v2x_polyarchy,democracy,gini
Finland,2000,76.83,103729,3.260000000000005,Sunday,P,0,5171302,0,0.868,TRUE,0.43779388
Finland,2003,66.71,6168,0.22000000000000242,Sunday,L,0,5206295,0,0.872,TRUE,0.42335913
Finland,2012,72.8,556979,18,Sunday,P,0,NA,0,0.884,TRUE,0.4345916
Finland,1983,75.7,136875,4.599999999999998,Monday,L,0,4841715,0,0.844,TRUE,0.3909161
Finland,2015,70.1,86006,2.900000000000002,Sunday,L,0,NA,0,0.866,TRUE,0.4422168
Finland,1994,78.68,247191,7.719999999999999,Sunday,P,0,5077912,0,0.871,TRUE,0.39388108
Finland,1994,78.4,7577827,4,Sunday,P,0,5077912,0,0.871,TRUE,0.39388108
Finland,1987,72.1,29095,1,Monday,L,0,4925644,0,0.846,TRUE,0.3889682
Finland,2012,68.9,724903,25.180000000000007,Sunday,P,0,NA,0,0.884,TRUE,0.4345916
Finland,2000,73.6,173272,6,Sunday,P,0,5171302,0,0.868,TRUE,0.43779388
Finland,2007,65.02,23587,0.8499999999999979,Sunday,L,0,NA,0,0.88,TRUE,0.43236932
Finland,1995,68.58,233634,8.45,Sunday,L,0,5098754,0,0.87,TRUE,0.40478957
Finland,1988,78.2,876859,28.299999999999997,Monday,P,0,4938602,0,0.845,TRUE,0.3928649
Finland,2006,74,112647,3.5999999999999943,Sunday,P,0,5255580,0,0.88,TRUE,0.43382573
Finland,2006,70.8,671164,22,Sunday,P,0,5255580,0,0.88,TRUE,0.43382573
Finland,2011,70.47,37320,1.2999999999999972,Sunday,L,0,NA,0,0.882,TRUE,0.44008818
Finland,1982,81.3,777043,24.400000000000002,Monday,P,0,4812150,0,0.845,TRUE,0.38838205
Finland,1991,68.39,73637,2.6799999999999997,Sunday,L,0,4998478,0,0.862,TRUE,0.35972145
France,1968,77.8,2881168,20,Sunday,L,0,49920000,0,0.782,TRUE,0.4841035
France,1997,71.5,3990691,16,Sunday,L,0,58607000,0,0.877,TRUE,0.44915327
France,1988,84.1,2485309,8,Tuesday,P,0,56160000,0,0.877,TRUE,0.4543578
France,2007,83.97,2192698,6.200000000000003,Sunday,P,0,60873000,0,0.88,TRUE,0.44989803
France,1958,77.2,190224,0.8999999999999986,Sunday,L,0,44584000,0,0.761,TRUE,0.48420402
France,2017,74.56,10104653,32.199999999999996,Sunday,P,0,NA,0,0.893,TRUE,0.4227948
France,1965,84.7,3134520,12,Sunday,P,0,48922000,0,0.773,TRUE,0.50779146
France,2012,79.48,519076,1.4499999999999993,Sunday,P,0,NA,0,0.893,TRUE,0.43509713
France,2007,83.8,1948551,5,Sunday,P,0,60873000,0,0.88,TRUE,0.44989803
France,1988,66.1,3767690,15.7,Sunday,L,0,NA,0,0.877,TRUE,0.4543578
France,2007,60,835849,4,Sunday,L,0,NA,0,0.88,TRUE,0.44989803
France,1973,81.3,621065,2.6000000000000014,Sunday,L,0,52134000,0,0.843,TRUE,0.46953276
France,1995,78.4,749411,2,Sunday,P,0,58143000,0,0.874,TRUE,0.4483961
France,2017,48.7,2817842,12.399999999999999,Sunday,L,0,NA,0,0.893,TRUE,0.4227948
France,1988,81.4,4306172,14,Sunday,P,0,56160000,0,0.877,TRUE,0.4543578
France,2012,55.4,679801,3,Sunday,L,0,NA,0,0.893,TRUE,0.43509713
France,1967,79.8,2948781,16,Sunday,L,0,49866000,0,0.783,TRUE,0.49839348
France,1951,80.2,931113,4.799999999999997,Sunday,L,0,42239000,0,0.758,TRUE,0.47194183
France,1986,78.5,2754708,10,Sunday,L,0,55392000,0,0.872,TRUE,0.4420509
France,1995,79.7,1582383,5.200000000000003,Sunday,P,0,58143000,0,0.874,TRUE,0.4483961
France,1973,81.8,2021670,10,Sunday,L,0,52134000,0,0.843,TRUE,0.46953276
France,1962,68.7,1866664,10.200000000000003,Sunday,L,0,46998000,0,0.752,TRUE,0.49595323
France,1969,77.6,4783165,22,Sunday,P,0,50320000,0,0.811,TRUE,0.47421297
France,2017,77.77,977855,2.710000000000001,Sunday,P,0,NA,0,0.893,TRUE,0.4227948
France,1981,75,4553397,25,Sunday,L,0,53714000,0,0.865,TRUE,0.4246952
France,1968,79.9,3820910,17.199999999999996,Sunday,L,0,49920000,0,0.782,TRUE,0.4841035
France,1946,78.1,430981,2.3000000000000007,Sunday,L,0,40600000,0,0.367,FALSE,0.46798337
France,2002,64.4,2321424,9.199999999999996,Sunday,L,0,NA,0,0.877,TRUE,0.44216782
France,1993,67.7,493080,3,Sunday,L,0,57379000,0,0.877,TRUE,0.44526708
France,2002,60.3,2547500,12,Sunday,L,0,NA,0,0.877,TRUE,0.44216782
France,1969,65.5,3121253,16.400000000000006,Sunday,P,0,50320000,0,0.811,TRUE,0.47421297
France,1981,81.1,716472,2,Sunday,P,0,53714000,0,0.865,TRUE,0.4246952
France,2002,71.5,861142,3,Wednesday,P,0,59486000,0,0.877,TRUE,0.44216782
France,2012,80.3,1139983,3.280000000000001,Sunday,P,0,NA,0,0.893,TRUE,0.43509713
France,1988,70.2,4475367,23,Sunday,L,0,NA,0,0.877,TRUE,0.4543578
France,1993,69.5,301483,1.1000000000000014,Sunday,L,0,57379000,0,0.877,TRUE,0.44526708
France,1974,87.3,424599,1.5999999999999943,Sunday,P,0,52507000,0,0.847,TRUE,0.46480232
France,1956,82.6,2256621,10.5,Monday,L,0,43648000,0,0.749,TRUE,0.48409042
France,1981,85.9,1065956,3.5999999999999943,Sunday,P,0,53714000,0,0.865,TRUE,0.4246952
France,2007,60.4,3853217,14.8,Sunday,L,0,NA,0,0.88,TRUE,0.44989803
France,1958,76.3,1373568,7,Sunday,L,0,44584000,0,0.761,TRUE,0.48420402
France,1978,83.2,70092,0.3000000000000007,Sunday,L,0,53278000,0,0.857,TRUE,0.42994228
France,1945,79.8,224998,1.2000000000000028,Sunday,L,0,39100000,0,0.21,FALSE,0.43322232
France,1967,81.1,1983463,8.899999999999999,Sunday,L,0,49866000,0,0.783,TRUE,0.49839348
France,1997,68.5,2078361,8.3,Sunday,L,0,58607000,0,0.877,TRUE,0.44915327
France,1962,72,2907335,19,Sunday,L,0,46998000,0,0.752,TRUE,0.49595323
France,2017,42.6,3786042,20.830000000000002,Sunday,L,0,NA,0,0.893,TRUE,0.4227948
France,1974,84.2,2717599,10,Sunday,P,0,52507000,0,0.847,TRUE,0.46480232
France,1978,84.9,556937,2,Sunday,L,0,53278000,0,0.857,TRUE,0.42994228
France,2002,79.7,20012924,64.4,Wednesday,P,0,59486000,0,0.877,TRUE,0.44216782
France,1965,84.3,2463964,10.400000000000006,Sunday,P,0,48922000,0,0.773,TRUE,0.50779146
France,2012,57.2,581058,2.299999999999997,Sunday,L,0,NA,0,0.893,TRUE,0.43509713
France,1981,70.9,3806710,15.3,Sunday,L,0,53714000,0,0.865,TRUE,0.4246952
Gabon,2005,63.5,228046,65.60000000000001,Sunday,P,1,NA,0,0.349,FALSE,0.613757
Georgia,2008,53.9,735569,41.5,Wednesday,L,0,NA,0,0.495,FALSE,0.5833536
Georgia,2008,56,531455,28.2,Saturday,P,0,NA,0,0.495,FALSE,0.5833536
Georgia,2018,56.4,367021,19,Wednesday,P,0,NA,0,0.68,TRUE,0.5922428
Georgia,2012,61.3,314430,14.700000000000003,Monday,L,0,NA,0,0.518,TRUE,0.57596177
Georgia,2003,60.1,47276,2.5,Sunday,L,0,NA,0,0.381,FALSE,0.5618858
Georgia,1999,67.9,353618,17.7,Sunday,L,0,5006000,0,0.375,FALSE,0.59028
Georgia,2004,82.8,1658860,94.1,Sunday,P,0,NA,0,0.557,TRUE,0.55776167
Georgia,2004,64.8,651671,42.89999999999999,Sunday,L,0,NA,0,0.557,TRUE,0.55776167
Georgia,2013,47,658466,40.400000000000006,Sunday,P,0,NA,0,0.619,TRUE,0.61086494
Georgia,2000,75.9,1479825,64.9,Sunday,P,0,4968000,0,0.371,FALSE,0.5918594
Georgia,2016,51.9,379585,21.6,Saturday,L,0,NA,0,0.697,TRUE,0.59328896
Germany,1998,82.2,6176361,12.5,Sunday,L,0,82037000,0,0.9,TRUE,0.4375131
Germany,2009,70.78,1837789,4.300000000000001,Sunday,L,0,NA,0,0.901,TRUE,0.48488984
Germany,2013,71.5,3669662,8.400000000000002,Sunday,L,0,NA,0,0.895,TRUE,0.4959816
Germany,2017,76.2,2908275,6.300000000000001,Sunday,L,0,NA,0,0.888,TRUE,0.49262053
Germany,2002,79.08,4321107,9.020000000000003,Sunday,L,0,82537000,0,0.901,TRUE,0.44369
Germany,1990,77.8,1509750,3.200000000000003,Sunday,L,0,79753000,0,0.896,TRUE,0.4371463
Germany,1994,78.97,1050394,0.00999999999999801,Thursday,L,0,81539000,0,0.898,TRUE,0.41127238
Ghana,2012,74.68,121191,1.0600000000000023,Saturday,L,0,NA,1,0.773,TRUE,0.6026791
Ghana,2016,69.2,1100757,10.5,Wednesday,L,0,NA,1,0.727,TRUE,0.6078388
Ghana,2012,79.43,325863,3,Saturday,P,0,NA,1,0.773,TRUE,0.6026791
Ghana,2016,68.6,1002749,9.899999999999999,Wednesday,P,0,NA,1,0.727,TRUE,0.6078388
Greece,1989,80.32,335970,5.149999999999999,Sunday,L,1,9666000,0,0.865,TRUE,0.47341517
Greece,1981,81.5,691813,12.200000000000003,Monday,L,1,9740417,0,0.831,TRUE,0.5051106
Greece,1990,79.24,545095,8.299999999999997,Sunday,L,1,9666000,0,0.877,TRUE,0.47931394
Greece,1985,80.2,317054,5,Monday,L,1,9666000,0,0.855,TRUE,0.48990205
Greece,2012,65.12,131175,2.0500000000000007,Sunday,L,1,NA,0,0.893,TRUE,0.45653707
Greece,2004,76.6,356436,4.899999999999999,Sunday,L,1,10964000,0,0.884,TRUE,0.49958086
Greece,2012,62.49,130789,2.0700000000000003,Sunday,L,1,NA,0,0.893,TRUE,0.45653707
Greece,2015,63.9,527284,8.530000000000005,Sunday,L,1,NA,0,0.868,TRUE,0.48346427
Greece,1996,76.3,228690,3.3999999999999986,Sunday,L,1,10260000,0,0.88,TRUE,0.502184
Greece,2009,70.9,716823,10.43,Sunday,L,1,NA,0,0.894,TRUE,0.4510699
Greece,1993,79.22,523280,7.800000000000004,Sunday,L,1,9666000,0,0.877,TRUE,0.4820537
Greece,2000,74.97,73133,1.0999999999999943,Saturday,L,1,10260000,0,0.881,TRUE,0.5427725
Greece,2015,56.16,400126,7.359999999999999,Sunday,L,1,NA,0,0.868,TRUE,0.48346427
Greece,2007,74.2,267700,3.740000000000002,Sunday,L,1,NA,0,0.888,TRUE,0.48274904
Greece,1989,80.7,369145,5.5,Sunday,L,1,9666000,0,0.865,TRUE,0.47341517
Guinea,2002,71.6,1105048,35,Sunday,L,0,NA,0,0.271,FALSE,0.6240499
Guinea,2003,82,3727429,92.25999999999999,Sunday,P,0,NA,0,0.275,FALSE,0.61555976
Hungary,2002,70.5,59977,1.1000000000000014,Sunday,L,0,10174853,0,0.852,TRUE,0.40557036
Hungary,2014,61.4,889495,18.5,Sunday,L,0,NA,0,0.666,TRUE,0.42455274
Hungary,1994,68.9,683315,12.7,Sunday,L,0,10276968,0,0.85,TRUE,0.35437796
Hungary,2006,67.8,63726,1.2000000000000028,Sunday,L,0,10076581,0,0.831,TRUE,0.4324642
Hungary,2006,67.8,93929,1.7000000000000028,Sunday,L,0,10076581,0,0.831,TRUE,0.4324642
Hungary,1985,93.85,6556983,97.7,Saturday,L,1,10657000,0,0.143,FALSE,0.21130231
Hungary,1998,56.3,182575,4.0000000000000036,Sunday,L,0,10135358,0,0.846,TRUE,0.35556024
Hungary,2010,64.4,1715864,33.400000000000006,Sunday,L,0,NA,0,0.805,TRUE,0.427564
Hungary,1990,65.1,163380,3.3000000000000007,Sunday,L,0,10374823,0,0.807,TRUE,0.2973123
Hungary,1980,97,7408523,98.6,Sunday,L,1,10709463,0,0.135,FALSE,0.24731606
Hungary,1994,68.9,715802,13.3,Sunday,L,0,10276968,0,0.85,TRUE,0.35437796
Hungary,1998,56.3,757990,16.9,Sunday,L,0,10135358,0,0.846,TRUE,0.35556024
Hungary,1990,65,103826,2.099999999999998,Saturday,L,0,10374823,0,0.807,TRUE,0.2973123
Hungary,2018,69.7,1731745,30.199999999999996,Sunday,L,0,NA,0,0.483,FALSE,0.4267738
Iceland,2016,75.7,20361,11,Saturday,P,0,NA,0,0.865,TRUE,0.39532265
Iceland,1980,90.5,1911,1.5,Sunday,P,0,229187,0,0.853,TRUE,0.41767752
Iceland,2003,87.74,5001,2.700000000000003,Saturday,L,0,290501,0,0.874,TRUE,0.43534663
Iceland,2012,69.3,31241,19.5,Saturday,P,0,NA,0,0.88,TRUE,0.3838189
Iceland,1987,90.1,12588,8.3,Saturday,L,0,247357,0,0.866,TRUE,0.41767752
Iceland,2016,79.2,27526,14.5,Saturday,L,0,NA,0,0.865,TRUE,0.39532265
Iceland,1983,88.3,25497,20.160000000000004,Saturday,L,0,238175,0,0.852,TRUE,0.41767752
Iceland,1996,85.94,19507,11.799999999999997,Saturday,P,0,269727,0,0.874,TRUE,0.41864824
Iceland,1995,87.4,22698,13.8,Saturday,L,0,267806,0,0.868,TRUE,0.41676208
Iceland,2004,62.92,77412,73.1,Saturday,P,0,293291,0,0.874,TRUE,0.42119253
Iceland,2013,81.5,4290,2.2699999999999996,Saturday,L,0,NA,0,0.865,TRUE,0.40135428
Iceland,1991,87.62,30970,19.700000000000003,Saturday,L,0,259577,0,0.866,TRUE,0.41737854
Iceland,2009,85.14,11387,6.09,Saturday,L,0,NA,0,0.889,TRUE,0.38418692
Iceland,2007,83.62,18011,9.8,Saturday,L,0,NA,0,0.88,TRUE,0.45360717
Iceland,1999,84.11,23135,13.900000000000002,Saturday,L,0,278717,0,0.874,TRUE,0.42567882
Iceland,1988,72.8,110580,89.19999999999999,Saturday,P,0,251690,0,0.866,TRUE,0.41767752
India,1980,57,46961979,23.700000000000003,Sunday,L,0,663600000,0,0.66,TRUE,0.44047666
India,1962,55.4,38759271,33.6,Wednesday,L,0,453200000,0,0.656,TRUE,0.48296314
India,1971,55.3,48761195,33.300000000000004,Saturday,L,0,548200000,0,0.625,TRUE,0.46165028
India,1977,60.5,12851239,6.799999999999997,Sunday,L,0,581900000,0,0.509,TRUE,0.46043792
India,1957,47.7,34252355,28.4,Sunday,L,0,392400000,0,0.668,TRUE,0.50155526
India,1991,56.7,45192469,16.4,Saturday,L,0,846300000,0,0.717,TRUE,0.4648037
India,1952,45.7,30309191,28.7,Thursday,L,0,367500000,0,0.598,TRUE,0.48691612
India,1984,64.1,99558607,39.9,Friday,L,0,735600000,0,0.659,TRUE,0.45762724
India,1989,62,65766416,21.8,Sunday,L,0,817500000,0,0.668,TRUE,0.47546366
India,1996,57.9,28504642,8.5,Tuesday,L,0,934200000,0,0.744,TRUE,0.49377882
India,1967,61.3,39444392,27.099999999999998,Tuesday,L,0,511100000,0,0.66,TRUE,0.47286573
Indonesia,2004,73.7,24275646,21.239999999999995,Monday,P,0,NA,0,0.689,TRUE,0.530867
Indonesia,2004,76.5,8269080,7,Monday,P,0,NA,0,0.689,TRUE,0.530867
Indonesia,1999,93,11947315,11.299999999999997,Monday,L,0,NA,0,0.565,TRUE,0.50178367
Indonesia,2009,70.99,6623798,6.400000000000002,Thursday,L,0,NA,0,0.688,TRUE,0.5986198
Indonesia,2014,69.6,8421389,6,Wednesday,P,0,NA,0,0.663,TRUE,0.5549629
Indonesia,1997,90.6,58847879,52.1,Thursday,L,0,169286600,0,0.199,FALSE,0.55643
Indonesia,1992,90.9,49974779,51.099999999999994,Tuesday,L,0,177447600,0,0.191,FALSE,0.57726866
Indonesia,2004,84.07,3454128,3.049999999999997,Monday,L,0,NA,0,0.689,TRUE,0.530867
Indonesia,1987,91.3,49082252,57.2,Thursday,L,0,162921900,0,0.19,FALSE,0.55968696
Indonesia,2009,82.5,41326457,34,Wednesday,P,0,NA,0,0.688,TRUE,0.5986198
Indonesia,2014,75.1,5249159,4.1,Wednesday,L,0,NA,0,0.663,TRUE,0.5549629
Iran,2005,62.84,469299,1.6000000000000014,Friday,P,0,NA,0,0.188,FALSE,0.6273646
Iran,2017,73.33,7763167,18.86,Friday,P,0,NA,0,0.213,FALSE,0.6006992
Iran,2005,59.76,8037929,23.400000000000006,Friday,P,0,NA,0,0.188,FALSE,0.6273646
Iran,2009,85.21,11254672,28.9,Friday,P,0,NA,0,0.166,FALSE,0.60782254
Ireland,1997,65.92,203746,11.379999999999999,Friday,L,0,3675000,0,0.88,TRUE,0.42966622
Ireland,2018,43.9,479839,32.5,Friday,P,0,NA,0,0.886,TRUE,0.4715126
Ireland,2007,67.03,294137,14.3,Thursday,L,0,NA,0,0.893,TRUE,0.4811033
Ireland,2016,65.09,24784,1.1999999999999993,Friday,L,0,NA,0,0.888,TRUE,0.47861117
Ireland,1997,46.71,202422,15.940000000000001,Thursday,P,0,3675000,0,0.88,TRUE,0.42966622
Ireland,1989,68.5,251613,15.189999999999998,Thursday,L,0,3534000,0,0.849,TRUE,0.4132075
Ireland,1982,72.86,101029,5.980000000000004,Wednesday,L,0,3463000,0,0.837,TRUE,0.42640334
Ireland,2011,56.1,196137,11.07,Friday,P,0,NA,0,0.896,TRUE,0.44273356
Ireland,1990,64.1,82219,5.219999999999999,Sunday,P,0,3531000,0,0.861,TRUE,0.41782615
Ireland,1992,68.49,252544,14.64,Wednesday,L,0,3546000,0,0.875,TRUE,0.42850477
Ireland,1987,73.3,303420,17.03,Tuesday,L,0,3538000,0,0.848,TRUE,0.4229344
Ireland,1982,73.8,165863,10,Thursday,L,0,3463000,0,0.837,TRUE,0.42640334
Ireland,1981,76.22,151240,8.799999999999997,Thursday,L,0,3443405,0,0.837,TRUE,0.4099259
Ireland,2011,69.9,369832,16.650000000000002,Friday,L,0,NA,0,0.896,TRUE,0.44273356
Ireland,2002,62.57,353129,18.999999999999996,Friday,L,0,3917000,0,0.887,TRUE,0.45263496
Israel,2006,63.2,218535,6.9,Tuesday,L,0,NA,0,0.762,TRUE,0.62276816
Israel,2009,65.2,28978,0.8999999999999986,Tuesday,L,0,NA,0,0.76,TRUE,0.62538487
Israel,1992,77.4,255581,9.800000000000004,Tuesday,L,0,5195900,0,0.763,TRUE,0.5958939
Israel,2013,66.6,341705,9,Tuesday,L,0,NA,0,0.735,TRUE,0.6087858
Israel,2015,71.8,199083,4.600000000000001,Tuesday,L,0,NA,0,0.728,TRUE,0.5966268
Israel,2001,62.3,674133,24.799999999999997,Thursday,P,0,6364000,0,0.764,TRUE,0.61012024
Italy,1992,87.29,5319607,13.549999999999997,Sunday,L,1,56772000,0,0.838,TRUE,0.46257406
Italy,2008,80.5,1534158,4.200000000000003,Monday,L,0,NA,0,0.857,TRUE,0.4826407
Italy,1983,89,1120763,3.039999999999999,Monday,L,1,56742000,0,0.81,TRUE,0.40528157
Italy,2001,81.3,4775522,12.899999999999999,Sunday,L,0,56960000,0,0.835,TRUE,0.508375
Italy,1994,86.14,263677,0.6000000000000014,Sunday,L,0,56832000,0,0.836,TRUE,0.47231284
Italy,2006,83.6,2882007,7.550000000000001,Sunday,L,0,58751000,0,0.858,TRUE,0.4951954
Italy,1987,88.8,2986597,7.699999999999996,Sunday,L,1,57290000,0,0.824,TRUE,0.44241676
Italy,1996,82.91,181702,0.5,Sunday,L,0,56844000,0,0.84,TRUE,0.48784357
Italy,2013,75.2,45372,0.09999999999999787,Monday,L,0,NA,0,0.866,TRUE,0.5059193
Japan,1993,67.3,13238402,21.099999999999998,Sunday,L,0,124938000,0,0.841,TRUE,0.4787799
Japan,1983,67.9,15387487,27.1,Sunday,L,0,119536000,0,0.841,TRUE,0.47126663
Japan,1986,71.4,19507350,32.3,Sunday,L,0,121660000,0,0.839,TRUE,0.48924604
Japan,2005,67.46,4851373,7.16,Sunday,L,0,NA,0,0.844,TRUE,0.5540969
Japan,2003,59.8,1435421,2.5,Sunday,L,0,NA,0,0.843,TRUE,0.54464453
Japan,1996,59.6,2625902,10.600000000000001,Sunday,L,0,125864000,0,0.841,TRUE,0.5024501
Japan,2000,62.5,1875435,13.399999999999999,Sunday,L,0,126770000,0,0.842,TRUE,0.51961315
Japan,1990,73.3,14765104,22.400000000000002,Sunday,L,0,123611167,0,0.841,TRUE,0.51766413
Kazakhstan,2011,89.99,7691922,93.69999999999999,Sunday,P,0,NA,0,0.235,FALSE,0.5142907
Kazakhstan,2005,76.78,5701583,84.60000000000001,Sunday,P,0,NA,0,0.241,FALSE,0.53791237
Kazakhstan,2012,75.4,5103031,73.5,Sunday,L,0,NA,0,0.236,FALSE,0.51865214
Kazakhstan,2004,56.48,2311034,48.57,Sunday,L,0,NA,0,0.246,FALSE,0.5114337
Kazakhstan,2016,77.12,6032472,80.19,Sunday,L,0,NA,0,0.245,FALSE,0.5251312
Kazakhstan,2007,68.41,4978410,83.9,Saturday,L,0,NA,0,0.243,FALSE,0.523371
Kazakhstan,2015,95.2,8687494,96.2,Sunday,P,0,NA,0,0.239,FALSE,0.4815769
Kenya,1997,47.2,589123,9.5,Monday,P,0,30522000,1,0.336,FALSE,0.6436547
Kenya,1992,69.4,209444,3.8999999999999986,Tuesday,L,0,25669000,1,0.29,FALSE,0.7440922
Kenya,1992,66.2,572789,10.8,Tuesday,P,0,25669000,1,0.29,FALSE,0.7440922
South Korea,2002,70.83132320396746,570980,2.299999999999997,Thursday,P,0,NA,0,0.845,TRUE,0.44297278
South Korea,2012,54.2,1353489,6.299999999999997,Wednesday,L,0,NA,0,0.762,TRUE,0.44372672
South Korea,2004,60,532164,2.5,Thursday,L,0,NA,0,0.847,TRUE,0.44297278
South Korea,1992,81.9,1936048,8.200000000000003,Friday,P,0,43748000,0,0.671,TRUE,0.44297278
South Korea,2008,46,2108543,12.299999999999997,Wednesday,L,0,NA,0,0.772,TRUE,0.45855996
South Korea,1997,80.7,390557,1.5999999999999943,Thursday,P,0,45545000,0,0.755,TRUE,0.44297278
South Korea,1988,75.8,1995319,10.2,Tuesday,L,0,42031000,0,0.636,TRUE,0.44297278
South Korea,2007,63,5314043,22.500000000000004,Wednesday,P,0,NA,0,0.846,TRUE,0.4464756
South Korea,2012,75.8,1080496,3.6000000000000014,Wednesday,P,0,NA,0,0.762,TRUE,0.44372672
South Korea,2016,58,1823729,7.699999999999999,Wednesday,L,0,NA,0,0.733,TRUE,0.45755702
South Korea,1987,89.2,1945157,8.399999999999999,Wednesday,P,0,41622000,0,0.389,FALSE,0.44297278
South Korea,1996,63.9,1811769,9.2,Friday,L,0,45545000,0,0.749,TRUE,0.44297278
South Korea,1981,77.7,2280795,14,Wednesday,L,0,38723000,0,0.214,FALSE,0.44297278
South Korea,1985,84.6,1196984,5.900000000000002,Tuesday,L,0,40806000,0,0.308,FALSE,0.44297278
South Korea,2000,57.2,584734,3.1000000000000014,Thursday,L,0,47388015,0,0.842,TRUE,0.44297278
South Korea,1992,69.7,1919142,9.3,Wednesday,L,0,43748000,0,0.671,TRUE,0.44297278
Kosovo,2010,45.6,70839,9.899999999999999,Sunday,L,0,NA,0,0.505,TRUE,0.50023514
Kosovo,2014,42.6,37585,5.199999999999999,Sunday,L,0,NA,0,0.55,TRUE,0.47581667
Kosovo,2004,49.52,114325,16.57,Sunday,L,0,NA,0,0.515,TRUE,0.48619464
Kosovo,2007,40.1,66797,11.690000000000001,Saturday,L,0,NA,0,0.504,TRUE,0.48326045
Kyrgyzstan,2007,86.3,1087285,41.870000000000005,Sunday,L,0,NA,0,0.323,FALSE,0.5277132
Kyrgyzstan,2000,78.4,1187774,62.2,Sunday,P,0,4823000,0,0.285,FALSE,0.49175483
Kyrgyzstan,2011,56.59,900910,48.400000000000006,Sunday,P,0,NA,0,0.484,FALSE,0.49406922
Kyrgyzstan,2005,74,1697455,84.78999999999999,Sunday,P,0,NA,0,0.322,FALSE,0.53972596
Kyrgyzstan,2009,86,1576876,68.49,Thursday,P,0,NA,0,0.304,FALSE,0.51977074
Kyrgyzstan,2000,64.4,148350,9.5,Sunday,L,0,4823000,0,0.285,FALSE,0.49175483
Kyrgyzstan,2015,59,115853,7.270000000000003,Sunday,L,0,NA,0,0.462,FALSE,0.49669924
Kyrgyzstan,2017,55.9,355664,21,Sunday,P,0,NA,0,0.447,FALSE,0.50301015
Latvia,2011,61.4,69109,7.600000000000001,Saturday,L,0,NA,0,0.806,TRUE,0.49344924
Latvia,2018,54.58,46853,5.5,Saturday,L,0,NA,0,0.825,TRUE,0.49364462
Latvia,2002,77,48364,4.890000000000001,Saturday,L,0,2345800,0,0.809,TRUE,0.50535065
Latvia,1995,72.6,2434,0.25,Sunday,L,0,2529500,0,0.801,TRUE,0.4606867
Latvia,2010,64.72,50027,5.18,Saturday,L,0,NA,0,0.781,TRUE,0.48447058
Latvia,2014,58.9,10350,1.1000000000000014,Saturday,L,0,NA,0,0.829,TRUE,0.49318057
Latvia,1998,71,30165,3.1999999999999993,Saturday,L,0,2419200,0,0.812,TRUE,0.49525943
Latvia,2006,60.98,25886,2.8999999999999986,Saturday,L,0,2286100,0,0.805,TRUE,0.49758178
Lesotho,1993,72.3,277669,52.099999999999994,Monday,L,0,1700000,0,0.503,TRUE,0.74903446
Lesotho,2017,46.85,85557,14.700000000000003,Saturday,L,0,NA,0,0.509,TRUE,0.61887544
Lesotho,2002,72.3,180082,32.5,Saturday,L,0,NA,0,0.503,TRUE,0.6688207
Lithuania,1998,73.7,14256,0.7999999999999972,Sunday,P,0,3562300,0,0.829,TRUE,0.4498586
Lithuania,2004,46.08,93183,7.699999999999999,Sunday,L,0,3445900,0,0.827,TRUE,0.4889944
Lithuania,2004,48.4,123156,10,Sunday,P,0,3445900,0,0.827,TRUE,0.4889944
Lithuania,2004,52.46,72867,5.299999999999997,Sunday,P,0,3445900,0,0.827,TRUE,0.4889944
Lithuania,2002,52.7,133899,9.420000000000002,Sunday,P,0,3462500,0,0.823,TRUE,0.4579924
Lithuania,2002,53.9,229595,16,Sunday,P,0,3475600,0,0.823,TRUE,0.4579924
Lithuania,2012,52.9,19910,1.4499999999999993,Sunday,L,0,NA,0,0.845,TRUE,0.49325883
Lithuania,2009,51.76,787742,57.27,Sunday,P,0,NA,0,0.849,TRUE,0.497198
Lithuania,2016,50.6,2167,0.1999999999999993,Sunday,L,0,NA,0,0.829,TRUE,0.5023889
Lithuania,1996,52.9,273326,20.9,Sunday,L,0,3615200,0,0.83,TRUE,0.46780512
Lithuania,2000,58.6,168399,11.5,Sunday,L,0,3512100,0,0.826,TRUE,0.46243274
Lithuania,2014,47.4,215785,17.799999999999997,Sunday,P,0,NA,0,0.836,TRUE,0.5346486
Lithuania,2008,48.59,57194,4.629999999999999,Sunday,L,0,NA,0,0.829,TRUE,0.49679482
Lithuania,1997,71.5,322021,17,Sunday,P,0,35888000,0,0.831,TRUE,0.4538566
Lithuania,2016,37.99,65503,7.440000000000001,Sunday,L,0,NA,0,0.829,TRUE,0.5023889
Lithuania,2014,52.2,430826,32,Sunday,P,0,NA,0,0.836,TRUE,0.5346486
Luxembourg,2009,90.81,433538,16.48,Sunday,L,1,NA,0,0.88,TRUE,0.4758921
Luxembourg,2004,91.9,320140,12.739999999999998,Sunday,L,1,455000,0,0.876,TRUE,0.5157553
Luxembourg,2013,91.1,439050,13.400000000000002,Sunday,L,1,NA,0,0.882,TRUE,0.47567743
Luxembourg,1994,88.3,90111,4.919999999999998,Sunday,L,1,405650,0,0.875,TRUE,0.45579773
North Macedonia,1999,65.1,124508,12,Sunday,P,0,2021000,0,0.566,TRUE,0.47310278
North Macedonia,1998,69.4,99808,13,Sunday,L,0,2010000,0,0.514,TRUE,0.47606966
North Macedonia,2014,62.96,197660,18.3,Sunday,L,0,NA,1,0.445,FALSE,0.4584196
